filename,name,size_m,category,description
top-quark.png,Top Quark,1e-24,Subatomic Physics,"The top quark is the smallest quark, which means it is the most massive. It is almost 100,000 times as massive as the up quark, which is the lightest of the quarks. The top quark's mass is 173 billion electronvolts!"
total-human-height.png,Total Human Height,10000000000,Biology,"If all the 7.8 billion humans stood on top of one another, and the bottom 7.7 billion humans didn't crumple under all the weight, the stack would be approximately 13 million kilometers tall."
transistor-gate.png,Transistor Gate,5e-9,Everyday Objects,"Transistors in computers are continuing to get smaller. In 1971, they were 400 times larger at 10 micrometers. Now we are down to 5 nanometers, but in the future, they might be even smaller. How small will they get? Moore's Law predicts we can make new transistors half as big as before every 2 years."
tres-4b.png,TrES-4b,260000000,Solar System,"TrES-4b is one of the largest planets discovered. No telescope can actually see TrES-4b, but there are ways to prove its existence indirectly. TrES-4b's gravity causes the star it orbits to wobble slightly. Also, whenever TrES-4b goes in front of the star, the shine of the star dims a little."
triangulum-galaxy.png,Triangulum Galaxy,570000000000000000000,Galaxies,"This galaxy is not shaped like a triangle; it's just called that because it is found in the constellation Triangulum. Did you realize that any three stars form a ""triangle constellation""? You could have millions of triangle constellations!"
triton.png,Triton,2700000,Solar System,"Triton is Neptune's largest moon. It is also the coldest object we've visited in the Solar System, at -240 ° C. Triton is also a very windy place, with winds going at almost the speed of sound!"
twip.png,Twip,0.0000176,Everyday Objects,"A twip is a twentieth of a typographical point. That means that 12-point font is approximately 240 twips high. Also, TUIP can stand for ""The Universe in Perspective”, an old name for the Scale of the Universe. TUIP and twip are pronounced the same."
tyrannosaurus.png,Tyrannosaurus,13.18256738556407,Biology,"One of the most famous and fearsome dinosaurs, T. rex lived during the Late Cretaceous (around 68–66 million years ago). As an apex predator, it measured up to 40 feet (12 meters) in length, stood about 13–15 feet (4–5 meters) tall at the hips, and weighed between 9–14 tons. It had powerful jaws lined with teeth capable of crushing bone, a robust skull, and tiny but functional arms. Its diet included large prey like hadrosaurs and ceratopsians."
tyrannosaurus-rex.png,Tyrannosaurus Rex,7,Biology,"This dinosaur is now extinct, but it used to be up to 7 meters long. Although the T-Rex was very large, it was not the largest! Zoom out a bit to see the largest dinosaur!"
ultraviolet-wavelength.png,Ultraviolet Wavelength,6.000000000000001e-8,Electromagnetic Spectrum,"Ultraviolet light can give you a tan. I used to think the sunlight and heat burnt your skin to make it darker, like how a barbecue grill turns all of the food black. Now I know that's not true."
uluru.png,Uluru,3000,Geography,"Uluru, which is also known as Ayers Rock, is a rock. At 348 meters tall, it is shorter than many buildings. However, it is three kilometers in length, making it longer than all buildings."
united-states-of-america.png,United States of America,4200000,Geography,"Here is the U. S. A. Although it may seem to be larger than Pluto, Pluto has a back face, which means Pluto has more surface area!"
universe.png,Estimated Size of the Universe,1.6e+27,Large-Scale Structure,"The Universe is everything we know. Oh, also, the universe may be much larger than this, or could even be infinite! There's just no way to accurately measure the size. There may also be multiverses, too, but we'll never know for sure."
up-quark.png,Up Quark,1e-20,Subatomic Physics,"There are six flavors of quarks. They are up, down, strange, charm, top, and bottom. The smaller a quark is, the more mass it has. As a result, the up and down quarks are actually the lightest of the quarks. This up quark has a charge of +2/3."
uranium-nucleus.png,Uranium Nucleus,1.2e-14,Subatomic Physics,"Uranium is the heaviest natural element. It also has the largest nucleus of all the natural elements. Uranium-238, the most common isotope of uranium, has a half-life of 4.5 billion years, approximately the time the Earth has existed."
uranus.png,Uranus,51000000,Solar System,"A lot of people like to think ""Uranus"" sounds like ""your anus"". There are many other, and better, pronunciations. Uranus can also be pronounced like ""Yer-uh-niss"" or ""Seh-venth-pla-net."""
us-penny.png,U.S. Penny,0.019,Everyday Objects,"Did you know that in 1912, the penny was worth what the quarter is worth now? Also, if you melt a penny down into zinc and copper, it would be worth 2.5 cents. That is illegal, so don't do it."
v354-cephei.png,V354 Cephei,9.5E+11,Stars,"V354 Cephei is a red supergiant, and it's huge. If placed in the Solar System, it would extend out to the asteroid belt. 354, in addition to being in this star's name, is also the year Augustine of Hippo was born."
vatican-city.png,Vatican City,800,Geography,"Vatican City is the smallest country. It, although very small, is larger than you are. If you were to stretch your flesh over Vatican City so that it was spread evenly, the coating would be about 200 nanometers thick, which is less than even a single skin cell!"
vega.png,Vega,3500000000,Stars,"Vega is found in the Lyra constellation. It is also part of the Summer Triangle, composed of Vega, Altair, and Deneb. Vega spins so quickly it bulges. However, we see it pole-on, so it looks circular."
venus.png,Venus,12000000,Solar System,"There was a time when Venus and Earth were thought to be sister planets. That isn't true at all! Venus's surface temperature is always above 450 °C, because its atmosphere, which is mostly carbon dioxide, traps the Sun's heat!"
violet-light-wavelength.png,Violet Light Wavelength,4e-7,Electromagnetic Spectrum,"Also known as mauve, purple, or even regalia, violet, which can be called lavender, periwinkle or iris, and sometimes even amethyst or eggplant, is also referred to as fuchsia, indigo or lilac, and on rare occasions, byzantium, thistle, wisteria, fandango and heliotrope."
virgo-a.png,Virgo A,1.2e+21,Galaxies,"Virgo A is the largest galaxy in the Virgo Cluster. It's a supergiant elliptical galaxy. Did you know that the black hole at its center is flinging out a jet of subatomic matter 5,000 light-years long? The supermassive black hole in its middle, M87* (prounounced em-eighty-seven-star), is the first black hole we ever imaged."
vv-cephei-a.png,VV Cephei A,1.1E+12,Stars,For a while VV Cephei A was the largest known star. Now that title belongs to Stephenson 2-18. That's because new stars are being discovered all the time!
vy-canis-majoris.png,VY Canis Majoris,2E+12,Stars,"VY Canis Majoris is one of the largest known stars. It is so large that if it were placed in the Solar System, it would extend beyond the orbit of Saturn! It would take a plane 800 years to circle it once."
wandering-albatross.png,Wandering Albatross,2.3,Biology,"The Wandering Albatross is the bird with the largest wingspan! They fly almost all the time, only stopping to eat and make babies. Their population is slowly decreasing. Now it is only at 26,000, which isn't very much."
washington-monument.png,Washington Monument,169,Human Structures,"The Washington Monument is the world's tallest obelisk, as well as the world's tallest stone structure. It was the world's tallest structure from 1884 to 1889. After that it was the Eiffel Tower, which is to the upper-right."
water-molecule.png,Water Molecule,2.8e-10,Chemistry,"I like to think that whenever I drink water, I drink Mickey Mouse heads. Do you, too? Oh, you don't? Well, you should."
west-virginia.png,West Virginia,400000,Geography,"West Virginia used to be part of Virginia. They split in 1863 because of the Civil War. Now, West Virginia is still a state! A lot of glass marbles are made in West Virginia."
whirlpool-galaxy.png,Whirlpool Galaxy,720000000000000000000,Galaxies,The spiral arms in the Whirlpool Galaxy were believed to have been formed from a collision of a nearby galaxy. Wouldn't it be odd if you grew new arms whenever you collided into something?
white-blood-cell.png,White Blood Cell,0.00001,Microbiology,"These mass murderers are also known as leukocytes. There are many different types of this disease-fighting cell. The most common type, the neutrophil, has multiple nuclei. The largest type, the macrophage, has a diameter of a whopping 21 µm."
width-of-human-hair.png,Width of Human Hair,0.0001,Biology,"Human hair is amazing. Straight hair is almost perfectly cylindrical. On the other hand, curly hair is flatter, which allows it to curl, like a ribbon. Did you know that you probably have 50,000 to 200,000 strands of hair on your head? You can count!"
width-of-silk-fiber.png,Width of Silk Fiber,0.000015,Everyday Objects,"Silk is valuable and can be woven into clothing, which usually turns out quite soft. Silk is made by silkworm larvae, which I think are pretty gross. But there's also synthetic silk, which is not made from disgusting creepy-crawlies."
woh-g64.png,WOH G64,2.1E+12,Stars,"I know... you're thinking, ""WOH... that's a big star!"" Well, I guess you're right, because it's one of the biggest known stars. WOH G64 is found in the Large Magellanic Cloud. There is a cloud surrounding the star that extends half of a light-year."
wolf-359.png,Wolf 359,200000000,Stars,"Wolf 359 is a small red dwarf, dwarfed by normal stars. It is the sixth closest star to Earth, after the Sun, Proxima Centauri, Alpha Centauri A & B and Barnard's Star. Still, its magnitude is a dim +13.5."
x-chromosome.png,X Chromosome,0.000004,Microbiology,"X chromosomes are absolutely wonderful. Most chromosomes look like X's even if they aren't sex chromosomes – those are autosomes. In humans, females have two X chromosomes while males have an X and a Y chromosome. Some people might have three, four, or even five chromosomes, though."
x-ray-wavelength.png,X-Ray Wavelength,5e-10,Electromagnetic Spectrum,"Although X-rays do not have the highest frequency, it's still a bad idea to bask in them. Don't do it! Usually, you should have a lead shield. The thicker the lead is, the more protection. However, a few X-rays will always get through. Thicker lead just lowers this chance."
y-chromosome.png,Y Chromosome,0.0000015,Microbiology,"The Y chromosome, a sex chromosome, appears only in males. Did you know that the Y chromosome is continuing to shrink as it evolves, and might possibly disappear completely? I find that to be very fascinating! Some animals, like the Amami Spiny Rat, have already lost their Y chromosome."
